,assignee.name,components,created,creator.name,description,fixVersions,issuetype.name,issuetype.subtask,priority.name,reporter.name,resolution.description,resolution.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,versions,watches.watchCount,key,storypoints,project,sprint
3406,grenfro,[],2013-07-03T14:06:50.000+0000,dturanski,Deploy an existing job. Must exist in the JobsRepository,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,dturanski,,Complete,2013-07-17T12:34:51.000+0000,10001,Done,In Progress,Command to deploy a job,2013-08-14T13:20:25.000+0000,[],1,XD-372,1.0,xd,Sprint 9
3407,grenfro,[],2013-07-03T14:06:50.000+0000,dturanski,Deploy an existing job. Must exist in the JobsRepository,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,dturanski,,Complete,2013-07-17T12:34:51.000+0000,10001,Done,In Progress,Command to deploy a job,2013-08-14T13:20:25.000+0000,[],1,XD-372,1.0,xd,Sprint 9
3408,grenfro,[],2013-07-03T14:05:33.000+0000,dturanski,optional --autostart switch to also deploy the job,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,dturanski,,Complete,2013-07-17T12:34:40.000+0000,10001,Done,In Progress,Command for creating a job,2013-08-14T13:20:07.000+0000,[],1,XD-371,1.0,xd,Sprint 9
3409,grenfro,[],2013-07-03T14:05:33.000+0000,dturanski,optional --autostart switch to also deploy the job,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,dturanski,,Complete,2013-07-17T12:34:40.000+0000,10001,Done,In Progress,Command for creating a job,2013-08-14T13:20:07.000+0000,[],1,XD-371,1.0,xd,Sprint 9
3410,grenfro,[],2013-07-03T14:05:33.000+0000,dturanski,optional --autostart switch to also deploy the job,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,dturanski,,Complete,2013-07-17T12:34:40.000+0000,10001,Done,In Progress,Command for creating a job,2013-08-14T13:20:07.000+0000,[],1,XD-371,1.0,xd,Sprint 9
3411,eric.bottard,[],2013-07-03T14:04:01.000+0000,dturanski,Deploy a named stream. The stream must exist in the StreamRepository,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,dturanski,,Complete,2013-07-10T05:24:23.000+0000,10001,Done,In Progress,Add command for deploying a Stream,2013-08-14T13:20:17.000+0000,[],2,XD-370,3.0,xd,Sprint 10
3412,aclement,[],2013-07-03T13:56:04.000+0000,aclement,"Extend the DSL in the following ways:

- stream naming, use <name>'='
{code}
mystream = http | file
{code}

- module aliasing (for later referencing) use <label>':'
{code}
mystream = http | t1: transform --expression=payload.toUpperCase() | t2: transform --expression=payload.toLowerCase()
{code}

- sequence of job steps with '&'
{code}
mybigjobby = step1 --option=value & step2 --option=value
{code}

- Channels for sources and sinks, use '>', channels references prefixed ':'
{code}
// sink channel called foo
http | transform --expression=payload.toUppercase() > :foo
// source channel called foo
:foo > count | file
{code}

- Qualify channels with a stream ':'<stream>'.'<channel>
{code}
mystream = http | transform --expression=payload.toUppercase() > :foo
:mystream.foo > count | log
{code}


- Reusable substreams, define then reuse
{code}
myIntricateFlow = transform --expression=payload.toUppercase() | transform --expression=payload.toLowercase()

http | myIntricateFlow | file
{code}

- Parameterized substreams, use $XX or ${XX} to indicate parameters
{code}
obfuscateName = transform --expression=payload.replaceAll(""${name}"",XXX)

twitter --query=Bieber | obfuscateName --name=Justin | file
{code}

- Tapping (still not 100% happy about the format here)
{code}
mystream = http | filter | t1: transform XXX | t2: transform YYY | file

// These are then equivalent (tapping on a module is effectively tapping a channel, hence the '>')
tap filter > count | file
tap mystream.filter > count | file

mystream = http | filter > :foo

tap :foo > count | file
tap :mystream.foo > count | file
{code}
I'd still like to thing about removing 'tap' and using a symbol (perhaps '@', but @:mystream.foo is a little odd)

still not covered, topological constraints on the stream components.","[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,aclement,,Complete,2013-08-02T09:05:51.000+0000,10001,Done,In Progress,Further DSL extensions,2013-08-14T13:20:04.000+0000,[],1,XD-369,3.0,xd,Sprint 10
3413,aclement,[],2013-07-03T13:56:04.000+0000,aclement,"Extend the DSL in the following ways:

- stream naming, use <name>'='
{code}
mystream = http | file
{code}

- module aliasing (for later referencing) use <label>':'
{code}
mystream = http | t1: transform --expression=payload.toUpperCase() | t2: transform --expression=payload.toLowerCase()
{code}

- sequence of job steps with '&'
{code}
mybigjobby = step1 --option=value & step2 --option=value
{code}

- Channels for sources and sinks, use '>', channels references prefixed ':'
{code}
// sink channel called foo
http | transform --expression=payload.toUppercase() > :foo
// source channel called foo
:foo > count | file
{code}

- Qualify channels with a stream ':'<stream>'.'<channel>
{code}
mystream = http | transform --expression=payload.toUppercase() > :foo
:mystream.foo > count | log
{code}


- Reusable substreams, define then reuse
{code}
myIntricateFlow = transform --expression=payload.toUppercase() | transform --expression=payload.toLowercase()

http | myIntricateFlow | file
{code}

- Parameterized substreams, use $XX or ${XX} to indicate parameters
{code}
obfuscateName = transform --expression=payload.replaceAll(""${name}"",XXX)

twitter --query=Bieber | obfuscateName --name=Justin | file
{code}

- Tapping (still not 100% happy about the format here)
{code}
mystream = http | filter | t1: transform XXX | t2: transform YYY | file

// These are then equivalent (tapping on a module is effectively tapping a channel, hence the '>')
tap filter > count | file
tap mystream.filter > count | file

mystream = http | filter > :foo

tap :foo > count | file
tap :mystream.foo > count | file
{code}
I'd still like to thing about removing 'tap' and using a symbol (perhaps '@', but @:mystream.foo is a little odd)

still not covered, topological constraints on the stream components.","[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,aclement,,Complete,2013-08-02T09:05:51.000+0000,10001,Done,In Progress,Further DSL extensions,2013-08-14T13:20:04.000+0000,[],1,XD-369,3.0,xd,Sprint 10
3414,luke,"[{u'id': u'12691', u'self': u'https://jira.spring.io/rest/api/2/component/12691', u'description': u'Metrics and Analytics support with a focus on real time', u'name': u'Analytics'}]",2013-07-03T10:11:27.000+0000,luke,"This is currently too chatty. It should be possible to use a single connection for each ""increment"" operation.","[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,luke,,Complete,2013-07-05T08:58:52.000+0000,10001,Done,In Progress,Improve connection handling in RedisAggregateCounterService.,2013-08-14T13:20:32.000+0000,[],0,XD-368,2.0,xd,Sprint 9
3415,mark.pollack,[],2013-07-01T10:55:42.000+0000,mark.pollack,"Get closure on open discussion points for REST API wrt to streams, taps and jobs.
","[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-22T07:13:10.000+0000,10001,Done,In Progress,"Final review of REST API structure document for streams, taps and jobs",2013-08-14T13:20:09.000+0000,[],1,XD-367,3.0,xd,Sprint 10
3416,mark.pollack,[],2013-07-01T10:55:42.000+0000,mark.pollack,"Get closure on open discussion points for REST API wrt to streams, taps and jobs.
","[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-22T07:13:10.000+0000,10001,Done,In Progress,"Final review of REST API structure document for streams, taps and jobs",2013-08-14T13:20:09.000+0000,[],1,XD-367,3.0,xd,Sprint 10
3417,,[],2013-07-01T10:54:23.000+0000,mark.pollack,"when posting the DSL to create a spring batch job
e.g. ""trigger job.xml --option1=foo""

it should be stored (in redis) so that a listing of XD job definitions can be retrieved.","[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-08T10:10:52.000+0000,10001,Done,In Progress,Create a XD job definition,2013-08-14T13:20:34.000+0000,[],1,XD-366,3.0,xd,Sprint 9
3418,dturanski,[],2013-07-01T10:32:29.000+0000,mark.pollack,Right now the PPC for jolokia mgmt is conflicting with the PPC used to resolve redis properties.  Need to determine a strategy such that multiple PPCs can be used.,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-01T12:38:19.000+0000,10001,Done,In Progress,Support having multiple property placeholders defined in different modules,2013-08-14T13:20:39.000+0000,[],2,XD-365,4.0,xd,Sprint 9
3419,hillert,[],2013-07-01T10:21:27.000+0000,mark.pollack,Redis based.,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-10T09:11:03.000+0000,10001,Done,In Progress,Create TriggerDefinition Repository ,2013-08-14T13:20:13.000+0000,[],2,XD-364,1.0,xd,Sprint 10
3420,iperumal,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-07-01T10:19:53.000+0000,mark.pollack,,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-19T15:09:54.000+0000,10001,Done,In Progress,Add support for creating fixed delay/ fixed rate triggers,2013-08-14T13:20:26.000+0000,[],3,XD-363,1.0,xd,Sprint 10
3421,iperumal,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-07-01T10:19:53.000+0000,mark.pollack,,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-19T15:09:54.000+0000,10001,Done,In Progress,Add support for creating fixed delay/ fixed rate triggers,2013-08-14T13:20:26.000+0000,[],3,XD-363,1.0,xd,Sprint 10
3422,iperumal,[],2013-07-01T10:18:13.000+0000,mark.pollack,,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-19T12:18:13.000+0000,10001,Done,In Progress,Create a trigger from Shell,2013-08-14T13:20:25.000+0000,[],2,XD-361,1.0,xd,Sprint 10
3423,iperumal,[],2013-07-01T10:18:13.000+0000,mark.pollack,,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-19T12:18:13.000+0000,10001,Done,In Progress,Create a trigger from Shell,2013-08-14T13:20:25.000+0000,[],2,XD-361,1.0,xd,Sprint 10
3424,grenfro,[],2013-07-01T10:16:59.000+0000,mark.pollack,,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-10T10:59:55.000+0000,10001,Done,In Progress,Add support for creating a spring batch job that references a named trigger,2013-08-14T13:20:06.000+0000,[],1,XD-360,2.0,xd,Sprint 10
3425,grenfro,[],2013-07-01T10:16:22.000+0000,mark.pollack,,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-11T08:35:32.000+0000,10001,Done,In Progress,Add support for creating a spring batch job that has an embedded trigger expression,2013-08-14T13:20:30.000+0000,[],1,XD-359,1.0,xd,Sprint 9
3426,grenfro,[],2013-07-01T10:16:22.000+0000,mark.pollack,,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-11T08:35:32.000+0000,10001,Done,In Progress,Add support for creating a spring batch job that has an embedded trigger expression,2013-08-14T13:20:30.000+0000,[],1,XD-359,1.0,xd,Sprint 9
3427,,[],2013-07-01T10:14:53.000+0000,mark.pollack,Simple cron based triggers,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-08T10:03:22.000+0000,10001,Done,In Progress,Add support for creating named cron triggers,2013-08-14T13:20:13.000+0000,[],1,XD-358,2.0,xd,Sprint 9
3428,grenfro,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-07-01T09:57:48.000+0000,hillert,"It might be worth creating a base class for Plugins that combines common concerns across plugins. E.g. That would allow us to hide the commonApplicationContext and BeanDefinitionAddingPostProcessor for common cases, instead exposing a simple addBeanDefinition method to sub-classes.""","[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,hillert,,Complete,2013-07-10T10:59:32.000+0000,10001,Done,In Progress,Creating a base class for Plugins ,2013-08-14T13:20:18.000+0000,[],1,XD-357,4.0,xd,Sprint 10
3429,iperumal,[],2013-07-01T09:02:48.000+0000,mark.pollack,"startup scripts on windows should be tested, xd-admin, xd-container, xd-shell.","[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,mark.pollack,,Complete,2013-07-01T13:56:30.000+0000,10001,Done,In Progress,Test startup scripts on windows,2013-08-14T13:20:11.000+0000,[],2,XD-356,1.0,xd,Sprint 9
3430,,[],2013-07-01T08:59:02.000+0000,mark.fisher,"Need to understand how individual modules may or may not share Dispatchers that are part of the parent context.  If modules have their own dispatchers, those also need to be configurable.","[{u'archived': False, u'description': u'Beta Release', u'self': u'https://jira.spring.io/rest/api/2/version/14348', u'releaseDate': u'2014-07-18', u'released': True, u'id': u'14348', u'name': u'1.0 RC1'}]",Story,False,Minor,mark.fisher,The problem described is an issue which will never be fixed.,Won't Fix,2014-06-06T11:18:30.000+0000,10001,Done,In Progress,"Enable configuration of Executors in source and sink modules, by default using Dispatchers in parent context",2014-06-06T11:18:30.000+0000,[],2,XD-355,8.0,xd,Sprint 9
3431,,[],2013-07-01T08:56:59.000+0000,mark.fisher,,"[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14342', u'archived': False, u'name': u'1.x', u'id': u'14342'}]",Story,False,Minor,mark.fisher,The problem described is an issue which will never be fixed.,Won't Fix,2015-07-08T14:23:24.000+0000,10001,Done,In Progress,Investigate Reactor-based Dispatchers in the common ApplicationContext that can be used by Modules,2015-07-08T14:23:24.000+0000,[],1,XD-354,8.0,xd,
3432,dturanski,[],2013-07-01T08:55:57.000+0000,eric.bottard,"- Container context should be separate from Admin Context in local mode (consistency across transports). Provide a LocalChannelRegistry to bridge deploy and undeploy channels to the ModuleDeployer

- Verify Plugins are not in common module context. They are only needed by the ModuleDeployer not the Modules.

- Add global-beans Config for beans to be shared among admin and container (and available to modules). This would be set as the parent context where needed. (Currently ‘analytics-context.xml’ and JobRepository shared by Admin and modules)

- Fix ModuleDeployer sets parentContext twice
- Rename common.xml to module-common.xml

NOTE: Analytics parent only required in local mode

- Write unit tests to verify configurations are as expected. Correct bean implementations and no stray beans or redundant instances where not needed

- Decouple Command options from System properties (in general XD property names), this gives us some flexibility in mapping to properties or profiles where appropriate
","[{u'archived': False, u'description': u'Third Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14117', u'releaseDate': u'2013-09-11', u'released': True, u'id': u'14117', u'name': u'M3'}]",Story,False,Minor,eric.bottard,,Complete,2013-08-22T16:25:43.000+0000,10001,Done,In Progress,Clean up Spring Configuration,2013-09-11T10:35:27.000+0000,[],3,XD-353,5.0,xd,Sprint 14
3433,luke,"[{u'id': u'12691', u'self': u'https://jira.spring.io/rest/api/2/component/12691', u'description': u'Metrics and Analytics support with a focus on real time', u'name': u'Analytics'}]",2013-07-01T07:33:44.000+0000,luke,,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,luke,,Complete,2013-07-03T10:12:28.000+0000,10001,Done,In Progress,In-memory implementation of aggregate counter,2013-08-14T13:20:14.000+0000,[],0,XD-352,3.0,xd,Sprint 9
3434,luke,"[{u'id': u'12691', u'self': u'https://jira.spring.io/rest/api/2/component/12691', u'description': u'Metrics and Analytics support with a focus on real time', u'name': u'Analytics'}]",2013-07-01T07:33:09.000+0000,luke,,"[{u'archived': False, u'description': u'Fourth Milestone Releae', u'self': u'https://jira.spring.io/rest/api/2/version/14270', u'releaseDate': u'2013-11-12', u'released': True, u'id': u'14270', u'name': u'M4'}]",Story,False,Minor,luke,,Complete,2013-10-01T10:19:54.000+0000,10001,Done,In Progress,Support daily query resolution in redis aggregate counter,2013-11-12T15:04:16.000+0000,[],0,XD-351,4.0,xd,
3435,luke,"[{u'id': u'12691', u'self': u'https://jira.spring.io/rest/api/2/component/12691', u'description': u'Metrics and Analytics support with a focus on real time', u'name': u'Analytics'}]",2013-07-01T07:32:35.000+0000,luke,,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,luke,,Complete,2013-07-03T10:13:08.000+0000,10001,Done,In Progress,Support hourly resolution in redis aggregate counter,2013-08-14T13:20:20.000+0000,[],0,XD-350,4.0,xd,Sprint 9
3436,,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-07-01T07:26:27.000+0000,hillert,"Currently Jobs can be either executed using cron expression or immediately at once. We should also support the one-time scheduling of jobs in the future.

Would this possibly require us to implement schedule-persistence? That could severely impact story-points.",[],Story,False,Minor,hillert,,Works as Designed,2014-01-24T15:49:03.000+0000,10001,Done,In Progress,Trigger - Add support for date-based one-time execution,2014-01-24T15:49:03.000+0000,[],3,XD-349,4.0,xd,
3437,iperumal,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-07-01T07:22:24.000+0000,hillert,Trigger - Add support for fixed-delay interval,"[{u'archived': False, u'description': u'Second Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'name': u'M2'}]",Story,False,Minor,hillert,,Complete,2013-07-07T23:03:40.000+0000,10001,Done,In Progress,Trigger - Add support for fixed-delay interval,2013-08-14T13:20:23.000+0000,[],1,XD-348,1.0,xd,Sprint 9
3438,,"[{u'self': u'https://jira.spring.io/rest/api/2/component/12788', u'id': u'12788', u'name': u'Performance Testing'}]",2013-07-01T02:53:10.000+0000,iperumal,"With the performance test run, the numbers (messages sent/received per second) keep varying as there are 
""redis client connection timeout exceptions"" (Caused by: org.jboss.netty.channel.ConnectTimeoutException: connection timed out) at both redis inbound/outbound channel adapters as I increase the total number of messages being processed (max. 10K/second).
Some of the exception messages for the review:
1) With connection pool (at Redis outbound):
Caused by: org.springframework.data.redis.connection.PoolException: Could not get a resource from the pool; nested exception is com.lambdaworks.redis.RedisException: Unable to connect
at org.springframework.data.redis.connection.lettuce.DefaultLettucePool.getResource(DefaultLettucePool.java:95)
at org.springframework.data.redis.connection.lettuce.DefaultLettucePool.getResource(DefaultLettucePool.java:36)
at org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.createLettuceConnector(LettuceConnectionFactory.java:318)
at org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.getConnection(LettuceConnectionFactory.java:109)
at org.springframework.data.redis.core.RedisConnectionUtils.doGetConnection(RedisConnectionUtils.java:81)
at org.springframework.data.redis.core.RedisConnectionUtils.getConnection(RedisConnectionUtils.java:53)
at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:157)
at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:137)
at org.springframework.data.redis.core.AbstractOperations.execute(AbstractOperations.java:84)
at org.springframework.data.redis.core.DefaultListOperations.leftPush(DefaultListOperations.java:71)
at org.springframework.data.redis.core.DefaultBoundListOperations.leftPush(DefaultBoundListOperations.java:67)
at org.springframework.xd.perftest.redis.outbound.RedisQOutboundChannelAdapter.handleMessageInternal(RedisQOutboundChannelAdapter.java:71)
at org.springframework.integration.handler.AbstractMessageHandler.handleMessage(AbstractMessageHandler.java:73)
... 17 more
Caused by: com.lambdaworks.redis.RedisException: Unable to connect
at com.lambdaworks.redis.RedisClient.connect(RedisClient.java:176)
at com.lambdaworks.redis.RedisClient.connectAsync(RedisClient.java:139)
at org.springframework.data.redis.connection.lettuce.DefaultLettucePool$LettuceFactory.makeObject(DefaultLettucePool.java:252)
at org.apache.commons.pool.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:1181)
at org.springframework.data.redis.connection.lettuce.DefaultLettucePool.getResource(DefaultLettucePool.java:93)
... 29 more
Caused by: org.jboss.netty.channel.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:6379
at org.jboss.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
at org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
at org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
at org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
2) Without connection pool (at Redis inbound):
Caused by: com.lambdaworks.redis.RedisException: Unable to connect
at com.lambdaworks.redis.RedisClient.connect(RedisClient.java:176)
at com.lambdaworks.redis.RedisClient.connectAsync(RedisClient.java:139)
at org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.createLettuceConnector(LettuceConnectionFactory.java:321)
... 12 more
Caused by: org.jboss.netty.channel.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:6379
at org.jboss.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
at org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
at org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
at org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
... 3 more","[{u'archived': False, u'description': u'Beta Release', u'self': u'https://jira.spring.io/rest/api/2/version/14348', u'releaseDate': u'2014-07-18', u'released': True, u'id': u'14348', u'name': u'1.0 RC1'}]",Story,False,Minor,iperumal,"The problem is incorrectly reported as a issue, is caused by other external factors or misuse.",Invalid,2014-06-06T12:43:56.000+0000,10001,Done,In Progress,Investigate Redis connection timeout issues when running performance test,2014-06-06T12:43:56.000+0000,[],3,XD-347,2.0,xd,
3439,,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2013-06-30T14:39:30.000+0000,zpyoung,"I would like to see a module created that supports complex event processing.  I have reviewed GemFire Continuous Query but was not able to find a feature for time windows.

I have used Esper in the past for this type of processing.","[{u'archived': False, u'description': u'Triaged issues well-suited for community contributions. See contributor guidelines at: http://bit.ly/1FnSh1Z', u'self': u'https://jira.spring.io/rest/api/2/version/14950', u'released': False, u'id': u'14950', u'name': u'Contributions Welcome'}]",Improvement,False,Minor,zpyoung,,,,10000,To Do,To Do,Esper based Complex Event Processing module,2015-07-08T14:22:36.000+0000,"[{u'archived': False, u'description': u'First Milestone Release', u'self': u'https://jira.spring.io/rest/api/2/version/14115', u'releaseDate': u'2013-06-12', u'released': True, u'id': u'14115', u'name': u'M1'}]",3,XD-346,1.0,xd,
3440,luke,"[{u'id': u'12710', u'self': u'https://jira.spring.io/rest/api/2/component/12710', u'description': u'Documentation on the wiki', u'name': u'Documentation'}]",2013-06-28T07:16:02.000+0000,luke,,"[{u'archived': False, u'name': u'M2', u'self': u'https://jira.spring.io/rest/api/2/version/14116', u'releaseDate': u'2013-08-14', u'released': True, u'id': u'14116', u'description': u'Second Milestone Release'}]",Story,False,Minor,luke,,Complete,2013-07-04T06:06:16.000+0000,10001,Done,In Progress,"Replace ""gardenhose"" doc with new ""twitterstream""",2013-08-14T13:20:18.000+0000,[],0,XD-345,1.0,xd,Sprint 9
3441,,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-06-28T06:35:45.000+0000,dturanski,,[],Story,False,Minor,dturanski,The problem described is an issue which will never be fixed.,Won't Fix,2014-01-27T15:03:44.000+0000,10001,Done,In Progress,Add BatchMbeanExporter for batch modules,2014-01-27T15:03:44.000+0000,[],2,XD-344,5.0,xd,
3442,dturanski,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2013-06-28T06:34:54.000+0000,dturanski,The object naming is still not ideal for XD since SI conventions add some noise. Likely  need to design and implement a custom naming strategy,"[{u'archived': False, u'name': u'M6', u'self': u'https://jira.spring.io/rest/api/2/version/14323', u'releaseDate': u'2014-04-15', u'released': True, u'id': u'14323', u'description': u'Sixth Milestone Release'}]",Story,False,Minor,dturanski,,Complete,2014-01-17T08:34:15.000+0000,10001,Done,In Progress,Investigate JMX object naming of deployed modules and inbound/outbound channel adapters.,2014-01-28T17:11:29.000+0000,[],3,XD-343,5.0,xd,Sprint 21
